Adsorbate 1,Adsorbate 2,num of NM atoms 1,num of NM atoms 2,num of H 1,num of H 2,Atomic num 1,Atomic num 2,PE 1,PE 2,Covalent Radius 1,Covalent Radius 2,FIE 1,FIE 2,IE 1,IE 2,EA 1,EA 2,VdW Radius 1,VdW Radius 2,num of Valence Electron 1,num of Valence Electron 2,num of Atoms,num of H,Average Atomic num,Average PE,Average Covalent Radius,Average FIE,Average IE,Average EA,Average VdW Radius,Average num of Valence Electron,PE 1 minus PE 2,PE 1 add PE 2,Covalent Radius 1 minus Covalent Radius 2,Covalent Radius 1 add Covalent Radius 2,VdW Radius 1 minus VdW Radius 2,VdW Radius 1 add VdW Radius 2,FIE 1 minus FIE 2,FIE 1 add FIE 2,EA 1 minus EA 2,EA 1 add EA 2,num of Valence 1 minus num of Valence 2,num of Valence 1 add num of Valence 2,IE 1 minus IE 2,IE 1 add IE 2,Average EA of Adsorbates squared,Average PE of Adsorbates squared,Average Covalent Radius of Adosrbates squared,Average FIE of Adsorbates squared,Average VdW Radius squared,Average Atomic num of Adsorbates squared,Average num of Valence Electron squared,Average IE squared,G_C2O2 - Gco
SH,NH3,2,4,1,3,8.5,2.5,2.39,2.41,0.68,0.42,11.98,13.83,10.42,10.07,1.42,0.55,1.5,1.29,7,8,3,2,5.5,2.4,0.55,12.91,10.25,0.98,1.39,7.5,-0.02,4.8,0.26,1.1,0.21,2.79,-1.85,25.81,0.87,1.97,-1,15,0.35,20.49,0.97,5.76,0.3,166.55,1.94,30.25,56.25,104.96,
SH,C,2,1,1,0,8.5,6,2.39,2.55,0.68,0.75,11.98,11.26,10.42,11.26,1.42,1.26,1.5,1.7,7,4,1.5,0.5,7.25,2.47,0.72,11.62,10.84,1.34,1.6,5.5,-0.16,4.94,-0.07,1.43,-0.2,3.2,0.72,23.24,0.16,2.68,3,11,-0.84,21.68,1.79,6.1,0.51,135.01,2.56,52.56,30.25,117.51,
SH,CH,2,2,1,1,8.5,3.5,2.39,2.38,0.68,0.54,11.98,12.43,10.42,10.64,1.42,1.01,1.5,1.45,7,5,2,1,6,2.38,0.61,12.2,10.53,1.21,1.48,6,0.02,4.77,0.14,1.22,0.05,2.95,-0.45,24.41,0.41,2.43,2,12,-0.22,21.06,1.47,5.68,0.37,148.94,2.18,36,36,110.88,0.04467
SH,CH2,2,3,1,2,8.5,2.67,2.39,2.32,0.68,0.46,11.98,12.82,10.42,10.4,1.42,0.92,1.5,1.37,7,6,2.5,1.5,5.58,2.35,0.57,12.4,10.41,1.17,1.43,6.5,0.07,4.71,0.22,1.14,0.13,2.87,-0.84,24.8,0.49,2.34,1,13,0.02,20.82,1.37,5.54,0.32,153.73,2.05,31.17,42.25,108.37,0.13804
SH,CH3,2,4,1,3,8.5,2.25,2.39,2.29,0.68,0.43,11.98,13.01,10.42,9.84,1.42,0.88,1.5,1.33,7,7,3,2,5.38,2.34,0.56,12.5,10.13,1.15,1.41,7,0.1,4.68,0.25,1.11,0.18,2.83,-1.03,24.99,0.54,2.3,0,14,0.58,20.26,1.32,5.47,0.31,156.16,2,28.89,49,102.62,
SH,S,2,1,1,0,8.5,16,2.39,2.58,0.68,1.03,11.98,10.36,10.42,10.36,1.42,2.08,1.5,1.8,7,6,1.5,0.5,12.25,2.49,0.86,11.17,10.39,1.75,1.65,6.5,-0.19,4.97,-0.35,1.71,-0.3,3.3,1.62,22.34,-0.66,3.49,1,13,0.06,20.78,3.05,6.18,0.73,124.76,2.72,150.06,42.25,107.95,0.15702
SH,SH,2,2,1,1,8.5,8.5,2.39,2.39,0.68,0.68,11.98,11.98,10.42,10.42,1.42,1.42,1.5,1.5,7,7,2,1,8.5,2.39,0.68,11.98,10.42,1.42,1.5,7,0,4.78,0,1.36,0,3,0,23.96,0,2.83,0,14,0,20.84,2.01,5.71,0.46,143.5,2.25,72.25,49,108.58,
SH,SH2,2,3,1,2,8.5,6,2.39,2.33,0.68,0.56,11.98,12.52,10.42,10.46,1.42,1.2,1.5,1.4,7,8,2.5,1.5,7.25,2.36,0.62,12.25,10.44,1.31,1.45,7.5,0.06,4.72,0.12,1.24,0.1,2.9,-0.54,24.5,0.22,2.61,-1,15,-0.04,20.88,1.71,5.56,0.38,150.03,2.1,52.56,56.25,108.99,0.16409
SH,F,2,1,1,0,8.5,9,2.39,3.98,0.68,0.64,11.98,17.42,10.42,17.42,1.42,3.4,1.5,1.47,7,7,1.5,0.5,8.75,3.19,0.66,14.7,13.92,2.41,1.49,7,-1.59,6.37,0.04,1.32,0.03,2.97,-5.44,29.4,-1.98,4.82,0,14,-7,27.84,5.8,10.14,0.44,216.1,2.21,76.56,49,193.77,0.21162
SH,Cl,2,1,1,0,8.5,17,2.39,3.16,0.68,0.99,11.98,12.97,10.42,12.97,1.42,3.61,1.5,1.75,7,7,1.5,0.5,12.75,2.78,0.84,12.47,11.7,2.51,1.63,7,-0.77,5.55,-0.31,1.67,-0.25,3.25,-0.99,24.95,-2.2,5.03,0,14,-2.55,23.39,6.32,7.7,0.7,155.58,2.64,162.56,49,136.77,
SH,Br,2,1,1,0,8.5,35,2.39,2.96,0.68,1.14,11.98,11.81,10.42,11.81,1.42,3.36,1.5,1.85,7,7,1.5,0.5,21.75,2.68,0.91,11.9,11.12,2.39,1.68,7,-0.57,5.35,-0.46,1.82,-0.35,3.35,0.16,23.79,-1.95,4.78,0,14,-1.39,22.23,5.71,7.16,0.83,141.53,2.81,473.06,49,123.54,0.27333
SH,I,2,1,1,0,8.5,53,2.39,2.66,0.68,1.33,11.98,10.45,10.42,10.45,1.42,3.06,1.5,1.98,8,7,1.5,0.5,30.75,2.53,1.01,11.22,10.44,2.24,1.74,7.5,-0.27,5.05,-0.65,2.01,-0.48,3.48,1.53,22.43,-1.64,4.48,1,15,-0.03,20.87,5.01,6.38,1.01,125.78,3.03,945.56,56.25,108.89,
SH2,O,3,1,2,0,6,8,2.33,3.44,0.56,0.63,12.52,13.62,10.46,13.62,1.2,1.46,1.4,1.52,8,6,2,1,7,2.88,0.6,13.07,12.04,1.33,1.46,7,-1.11,5.77,-0.07,1.19,-0.12,2.92,-1.1,26.14,-0.26,2.66,2,14,-3.16,24.08,1.76,8.31,0.35,170.78,2.13,49,49,144.96,
SH2,OH,3,2,2,1,6,4.5,2.33,2.82,0.56,0.48,12.52,13.61,10.46,13.02,1.2,1.11,1.4,1.36,8,7,2.5,1.5,5.25,2.57,0.52,13.06,11.74,1.15,1.38,7.5,-0.49,5.15,0.08,1.04,0.04,2.76,-1.09,26.13,0.09,2.3,1,15,-2.56,23.48,1.33,6.62,0.27,170.65,1.9,27.56,56.25,137.83,0.35318
SH2,N,3,1,2,0,6,7,2.33,3.04,0.56,0.71,12.52,14.53,10.46,14.53,1.2,-0.07,1.4,1.55,8,5,2,1,6.5,2.68,0.64,13.53,12.5,0.56,1.48,6.5,-0.71,5.37,-0.15,1.27,-0.15,2.95,-2.02,27.05,1.27,1.13,3,13,-4.07,24.99,0.32,7.2,0.4,182.96,2.18,42.25,42.25,156.13,
SH2,NH,3,2,2,1,6,4,2.33,2.62,0.56,0.52,12.52,14.07,10.46,12.8,1.2,0.34,1.4,1.38,8,6,2.5,1.5,5,2.47,0.54,13.29,11.63,0.77,1.39,7,-0.29,4.95,0.04,1.08,0.03,2.78,-1.55,26.58,0.85,1.54,2,14,-2.34,23.26,0.59,6.12,0.29,176.69,1.93,25,49,135.26,
SH2,NH2,3,3,2,2,6,3,2.33,2.48,0.56,0.45,12.52,13.91,10.46,10.78,1.2,0.48,1.4,1.32,8,7,3,2,4.5,2.4,0.51,13.21,10.62,0.84,1.36,7.5,-0.15,4.81,0.11,1.01,0.08,2.72,-1.39,26.43,0.72,1.68,1,15,-0.32,21.24,0.7,5.78,0.26,174.62,1.85,20.25,56.25,112.78,
SH2,NH3,3,4,2,3,6,2.5,2.33,2.41,0.56,0.42,12.52,13.83,10.46,10.07,1.2,0.55,1.4,1.29,8,8,3.5,2.5,4.25,2.37,0.49,13.18,10.27,0.87,1.34,8,-0.08,4.74,0.14,0.98,0.11,2.69,-1.31,26.35,0.65,1.74,0,16,0.39,20.53,0.76,5.61,0.24,173.59,1.81,18.06,64,105.37,
SH2,C,3,1,2,0,6,6,2.33,2.55,0.56,0.75,12.52,11.26,10.46,11.26,1.2,1.26,1.4,1.7,8,4,2,1,6,2.44,0.66,11.89,10.86,1.23,1.55,6,-0.22,4.88,-0.19,1.31,-0.3,3.1,1.26,23.78,-0.07,2.46,4,12,-0.8,21.72,1.51,5.95,0.43,141.36,2.4,36,36,117.94,
SH2,CH,3,2,2,1,6,3.5,2.33,2.38,0.56,0.54,12.52,12.43,10.46,10.64,1.2,1.01,1.4,1.45,8,5,2.5,1.5,4.75,2.35,0.55,12.47,10.55,1.1,1.43,6.5,-0.05,4.7,0.02,1.1,-0.05,2.85,0.09,24.95,0.19,2.2,3,13,-0.18,21.1,1.21,5.53,0.3,155.6,2.03,22.56,42.25,111.3,
SH2,CH2,3,3,2,2,6,2.67,2.33,2.32,0.56,0.46,12.52,12.82,10.46,10.4,1.2,0.92,1.4,1.37,8,6,3,2,4.33,2.32,0.51,12.67,10.43,1.06,1.38,7,0.01,4.64,0.1,1.02,0.03,2.77,-0.3,25.34,0.27,2.12,2,14,0.06,20.86,1.12,5.39,0.26,160.5,1.91,18.78,49,108.78,0.18746
SH2,CH3,3,4,2,3,6,2.25,2.33,2.29,0.56,0.43,12.52,13.01,10.46,9.84,1.2,0.88,1.4,1.33,8,7,3.5,2.5,4.13,2.31,0.5,12.77,10.15,1.04,1.36,7.5,0.04,4.61,0.13,0.99,0.08,2.73,-0.49,25.53,0.32,2.08,1,15,0.62,20.3,1.08,5.32,0.25,162.97,1.86,17.02,56.25,103.02,
SH2,S,3,1,2,0,6,16,2.33,2.58,0.56,1.03,12.52,10.36,10.46,10.36,1.2,2.08,1.4,1.8,8,6,2,1,11,2.45,0.8,11.44,10.41,1.64,1.6,7,-0.25,4.91,-0.47,1.59,-0.4,3.2,2.16,22.88,-0.88,3.27,2,14,0.1,20.82,2.68,6.02,0.63,130.86,2.56,121,49,108.37,
SH2,SH,3,2,2,1,6,8.5,2.33,2.39,0.56,0.68,12.52,11.98,10.46,10.42,1.2,1.42,1.4,1.5,8,7,2.5,1.5,7.25,2.36,0.62,12.25,10.44,1.31,1.45,7.5,-0.06,4.72,-0.12,1.24,-0.1,2.9,0.54,24.5,-0.22,2.61,1,15,0.04,20.88,1.7,5.56,0.38,150.03,2.1,52.56,56.25,108.99,0.16409
SH2,SH2,3,3,2,2,6,6,2.33,2.33,0.56,0.56,12.52,12.52,10.46,10.46,1.2,1.2,1.4,1.4,8,8,3,2,6,2.33,0.56,12.52,10.46,1.2,1.4,8,0,4.65,0,1.12,0,2.8,0,25.04,0,2.39,0,16,0,20.92,1.43,5.41,0.31,156.72,1.96,36,64,109.41,
SH2,F,3,1,2,0,6,9,2.33,3.98,0.56,0.64,12.52,17.42,10.46,17.42,1.2,3.4,1.4,1.47,8,7,2,1,7.5,3.15,0.6,14.97,13.94,2.3,1.44,7.5,-1.65,6.31,-0.08,1.2,-0.07,2.87,-4.9,29.94,-2.21,4.6,1,15,-6.96,27.88,5.28,9.94,0.36,224.11,2.06,56.25,56.25,194.32,0.24343
SH2,Cl,3,1,2,0,6,17,2.33,3.16,0.56,0.99,12.52,12.97,10.46,12.97,1.2,3.61,1.4,1.75,8,7,2,1,11.5,2.74,0.78,12.74,11.72,2.4,1.58,7.5,-0.83,5.49,-0.43,1.55,-0.35,3.15,-0.45,25.49,-2.42,4.81,1,15,-2.51,23.43,5.78,7.53,0.6,162.38,2.48,132.25,56.25,137.24,
SH2,Br,3,1,2,0,6,35,2.33,2.96,0.56,1.14,12.52,11.81,10.46,11.81,1.2,3.36,1.4,1.85,8,7,2,1,20.5,2.64,0.85,12.17,11.14,2.28,1.63,7.5,-0.63,5.29,-0.58,1.7,-0.45,3.25,0.7,24.33,-2.17,4.56,1,15,-1.35,22.27,5.2,6.99,0.72,148.02,2.64,420.25,56.25,123.99,
SH2,I,3,1,2,0,6,53,2.33,2.66,0.56,1.33,12.52,10.45,10.46,10.45,1.2,3.06,1.4,1.98,8,7,2,1,29.5,2.49,0.95,11.48,10.46,2.13,1.69,7.5,-0.33,4.99,-0.77,1.89,-0.58,3.38,2.07,22.97,-1.86,4.26,1,15,0.01,20.91,4.53,6.22,0.89,131.9,2.86,870.25,56.25,109.31,
F,O,1,1,0,0,9,8,3.98,3.44,0.64,0.63,17.42,13.62,17.42,13.62,3.4,1.46,1.47,1.52,7,6,1,0,8.5,3.71,0.64,15.52,15.52,2.43,1.5,6.5,0.54,7.42,0.01,1.27,-0.05,2.99,3.8,31.04,1.94,4.86,1,13,3.8,31.04,5.91,13.76,0.4,240.87,2.24,72.25,42.25,240.87,
F,OH,1,2,0,1,9,4.5,3.98,2.82,0.64,0.48,17.42,13.61,17.42,13.02,3.4,1.11,1.47,1.36,7,7,1.5,0.5,6.75,3.4,0.56,15.52,15.22,2.25,1.42,7,1.16,6.8,0.16,1.12,0.11,2.83,3.81,31.03,2.29,4.51,0,14,4.4,30.44,5.08,11.56,0.31,240.72,2,45.56,49,231.65,0.26767
F,N,1,1,0,0,9,7,3.98,3.04,0.64,0.71,17.42,14.53,17.42,14.53,3.4,-0.07,1.47,1.55,7,5,1,0,8,3.51,0.68,15.98,15.98,1.67,1.51,6,0.94,7.02,-0.07,1.35,-0.08,3.02,2.89,31.96,3.47,3.33,2,12,2.89,31.95,2.77,12.32,0.46,255.3,2.28,64,36,255.2,
F,NH,1,2,0,1,9,4,3.98,2.62,0.64,0.52,17.42,14.07,17.42,12.8,3.4,0.34,1.47,1.38,7,6,1.5,0.5,6.5,3.3,0.58,15.74,15.11,1.87,1.42,6.5,1.36,6.6,0.12,1.16,0.1,2.85,3.36,31.49,3.06,3.74,1,13,4.62,30.22,3.5,10.89,0.34,247.87,2.02,42.25,42.25,228.31,
F,NH2,1,3,0,2,9,3,3.98,2.48,0.64,0.45,17.42,13.91,17.42,10.78,3.4,0.48,1.47,1.32,7,7,2,1,6,3.23,0.55,15.67,14.1,1.94,1.39,7,1.5,6.46,0.19,1.09,0.15,2.79,3.51,31.33,2.92,3.88,0,14,6.64,28.2,3.76,10.43,0.3,245.42,1.94,36,49,198.81,
F,NH3,1,4,0,3,9,2.5,3.98,2.41,0.64,0.42,17.42,13.83,17.42,10.07,3.4,0.55,1.47,1.29,7,8,2.5,1.5,5.75,3.2,0.53,15.63,13.75,1.97,1.38,7.5,1.57,6.39,0.22,1.06,0.18,2.76,3.59,31.25,2.85,3.95,-1,15,7.35,27.49,3.9,10.21,0.28,244.2,1.9,33.06,56.25,188.93,
F,C,1,1,0,0,9,6,3.98,2.55,0.64,0.75,17.42,11.26,17.42,11.26,3.4,1.26,1.47,1.7,7,4,1,0,7.5,3.27,0.7,14.34,14.34,2.33,1.59,5.5,1.43,6.53,-0.11,1.39,-0.23,3.17,6.16,28.68,2.14,4.66,3,11,6.16,28.68,5.44,10.66,0.48,205.66,2.51,56.25,30.25,205.64,
F,CH,1,2,0,1,9,3.5,3.98,2.38,0.64,0.54,17.42,12.43,17.42,10.64,3.4,1.01,1.47,1.45,7,5,1.5,0.5,6.25,3.18,0.59,14.93,14.03,2.2,1.46,6,1.61,6.36,0.1,1.18,0.02,2.92,4.99,29.85,2.39,4.41,2,12,6.78,28.06,4.86,10.1,0.35,222.77,2.13,39.06,36,196.84,0.02152
F,CH2,1,3,0,2,9,2.67,3.98,2.32,0.64,0.46,17.42,12.82,17.42,10.4,3.4,0.92,1.47,1.37,7,6,2,1,5.83,3.15,0.55,15.12,13.91,2.16,1.42,6.5,1.66,6.3,0.18,1.1,0.1,2.84,4.6,30.24,2.48,4.32,1,13,7.02,27.82,4.67,9.91,0.3,228.62,2.01,34.03,42.25,193.49,
F,CH3,1,4,0,3,9,2.25,3.98,2.29,0.64,0.43,17.42,13.01,17.42,9.84,3.4,0.88,1.47,1.33,7,7,2.5,1.5,5.63,3.13,0.54,15.22,13.63,2.14,1.4,7,1.69,6.27,0.21,1.07,0.15,2.8,4.41,30.44,2.52,4.28,0,14,7.58,27.26,4.58,9.82,0.29,231.58,1.95,31.64,49,185.78,0.24301
F,S,1,1,0,0,9,16,3.98,2.58,0.64,1.03,17.42,10.36,17.42,10.36,3.4,2.08,1.47,1.8,7,6,1,0,12.5,3.28,0.84,13.89,13.89,2.74,1.64,6.5,1.4,6.56,-0.39,1.67,-0.33,3.27,7.06,27.78,1.32,5.48,1,13,7.06,27.78,7.5,10.76,0.7,192.96,2.67,156.25,42.25,192.93,
F,SH,1,2,0,1,9,8.5,3.98,2.39,0.64,0.68,17.42,11.98,17.42,10.42,3.4,1.42,1.47,1.5,7,7,1.5,0.5,8.75,3.19,0.66,14.7,13.92,2.41,1.49,7,1.59,6.37,-0.04,1.32,-0.03,2.97,5.44,29.4,1.99,4.82,0,14,7,27.84,5.8,10.14,0.44,216.1,2.21,76.56,49,193.77,0.21162
F,SH2,1,3,0,2,9,6,3.98,2.33,0.64,0.56,17.42,12.52,17.42,10.46,3.4,1.2,1.47,1.4,7,8,2,1,7.5,3.15,0.6,14.97,13.94,2.3,1.44,7.5,1.65,6.31,0.08,1.2,0.07,2.87,4.9,29.94,2.21,4.6,-1,15,6.96,27.88,5.28,9.94,0.36,224.11,2.06,56.25,56.25,194.32,0.24343
F,F,1,1,0,0,9,9,3.98,3.98,0.64,0.64,17.42,17.42,17.42,17.42,3.4,3.4,1.47,1.47,7,7,1,0,9,3.98,0.64,17.42,17.42,3.4,1.47,7,0,7.96,0,1.28,0,2.94,0,34.84,0,6.8,0,14,0,34.84,11.57,15.84,0.41,303.53,2.16,81,49,303.46,
F,Cl,1,1,0,0,9,17,3.98,3.16,0.64,0.99,17.42,12.97,17.42,12.97,3.4,3.61,1.47,1.75,7,7,1,0,13,3.57,0.82,15.19,15.2,3.51,1.61,7,0.82,7.14,-0.35,1.63,-0.28,3.22,4.46,30.39,-0.21,7.01,0,14,4.45,30.39,12.3,12.74,0.66,230.87,2.59,169,49,230.89,
F,Br,1,1,0,0,9,35,3.98,2.96,0.64,1.14,17.42,11.81,17.42,11.81,3.4,3.36,1.47,1.85,7,7,1,0,22,3.47,0.89,14.62,14.62,3.38,1.66,7,1.02,6.94,-0.5,1.78,-0.38,3.32,5.61,29.24,0.04,6.76,0,14,5.61,29.23,11.44,12.04,0.79,213.69,2.76,484,49,213.6,
F,I,1,1,0,0,9,53,3.98,2.66,0.64,1.33,17.42,10.45,17.42,10.45,3.4,3.06,1.47,1.98,7,7,1,0,31,3.32,0.99,13.94,13.94,3.23,1.73,7,1.32,6.64,-0.69,1.97,-0.51,3.45,6.97,27.87,0.34,6.46,0,14,6.97,27.87,10.43,11.02,0.97,194.23,2.98,961,49,194.18,
Cl,O,1,1,0,0,17,8,3.16,3.44,0.99,0.63,12.97,13.62,12.97,13.62,3.61,1.46,1.75,1.52,7,6,1,0,12.5,3.3,0.81,13.29,13.3,2.54,1.64,6.5,-0.28,6.6,0.36,1.62,0.23,3.27,-0.65,26.59,2.15,5.07,1,13,-0.65,26.59,6.43,10.89,0.66,176.69,2.67,156.25,42.25,176.76,0.22257
Cl,OH,1,2,0,1,17,4.5,3.16,2.82,0.99,0.48,12.97,13.61,12.97,13.02,3.61,1.11,1.75,1.36,7,7,1.5,0.5,10.75,2.99,0.74,13.29,13,2.36,1.56,7,0.34,5.98,0.51,1.47,0.39,3.11,-0.64,26.58,2.5,4.72,0,14,-0.05,25.99,5.57,8.94,0.54,176.56,2.42,115.56,49,168.87,
Cl,N,1,1,0,0,17,7,3.16,3.04,0.99,0.71,12.97,14.53,12.97,14.53,3.61,-0.07,1.75,1.55,7,5,1,0,12,3.1,0.85,13.75,13.75,1.77,1.65,6,0.12,6.2,0.28,1.7,0.2,3.3,-1.57,27.5,3.68,3.54,2,12,-1.56,27.5,3.14,9.61,0.72,189.08,2.72,144,36,189.06,
Cl,NH,1,2,0,1,17,4,3.16,2.62,0.99,0.52,12.97,14.07,12.97,12.8,3.61,0.34,1.75,1.38,7,6,1.5,0.5,10.5,2.89,0.76,13.52,12.89,1.98,1.56,6.5,0.54,5.78,0.47,1.51,0.38,3.13,-1.1,27.03,3.27,3.95,1,13,0.17,25.77,3.91,8.35,0.57,182.7,2.44,110.25,42.25,166.02,
Cl,NH2,1,3,0,2,17,3,3.16,2.48,0.99,0.45,12.97,13.91,12.97,10.78,3.61,0.48,1.75,1.32,7,7,2,1,10,2.82,0.72,13.44,11.88,2.05,1.53,7,0.68,5.64,0.54,1.44,0.43,3.07,-0.94,26.88,3.13,4.09,0,14,2.19,23.75,4.18,7.95,0.52,180.59,2.35,100,49,141.02,
Cl,NH3,1,4,0,3,17,2.5,3.16,2.41,0.99,0.42,12.97,13.83,12.97,10.07,3.61,0.55,1.75,1.29,7,8,2.5,1.5,9.75,2.79,0.71,13.4,11.52,2.08,1.52,7.5,0.75,5.57,0.57,1.41,0.46,3.04,-0.87,26.8,3.06,4.16,-1,15,2.9,23.04,4.33,7.76,0.5,179.55,2.31,95.06,56.25,132.71,
Cl,C,1,1,0,0,17,6,3.16,2.55,0.99,0.75,12.97,11.26,12.97,11.26,3.61,1.26,1.75,1.7,7,4,1,0,11.5,2.86,0.87,12.11,12.12,2.44,1.73,5.5,0.61,5.71,0.24,1.74,0.05,3.45,1.71,24.23,2.35,4.87,3,11,1.71,24.23,5.94,8.15,0.76,146.74,2.98,132.25,30.25,146.77,
Cl,CH,1,2,0,1,17,3.5,3.16,2.38,0.99,0.54,12.97,12.43,12.97,10.64,3.61,1.01,1.75,1.45,7,5,1.5,0.5,10.25,2.77,0.77,12.7,11.81,2.31,1.6,6,0.79,5.54,0.45,1.53,0.3,3.2,0.54,25.4,2.6,4.62,2,12,2.33,23.61,5.34,7.66,0.59,161.24,2.56,105.06,36,139.36,0.10368
Cl,CH2,1,3,0,2,17,2.67,3.16,2.32,0.99,0.46,12.97,12.82,12.97,10.4,3.61,0.92,1.75,1.37,7,6,2,1,9.83,2.74,0.73,12.89,11.69,2.27,1.56,6.5,0.84,5.48,0.53,1.45,0.38,3.12,0.15,25.79,2.69,4.53,1,13,2.57,23.37,5.14,7.5,0.53,166.23,2.43,96.69,42.25,136.54,
Cl,CH3,1,4,0,3,17,2.25,3.16,2.29,0.99,0.43,12.97,13.01,12.97,9.84,3.61,0.88,1.75,1.33,7,7,2.5,1.5,9.63,2.72,0.71,12.99,11.41,2.25,1.54,7,0.87,5.45,0.56,1.42,0.43,3.08,-0.05,25.98,2.73,4.49,0,14,3.13,22.81,5.05,7.42,0.5,168.75,2.36,92.64,49,130.07,
Cl,S,1,1,0,0,17,16,3.16,2.58,0.99,1.03,12.97,10.36,12.97,10.36,3.61,2.08,1.75,1.8,7,6,1,0,16.5,2.87,1.01,11.66,11.67,2.84,1.78,6.5,0.58,5.74,-0.04,2.02,-0.05,3.55,2.61,23.33,1.54,5.69,1,13,2.61,23.33,8.09,8.24,1.02,136.04,3.15,272.25,42.25,136.07,
Cl,SH,1,2,0,1,17,8.5,3.16,2.39,0.99,0.68,12.97,11.98,12.97,10.42,3.61,1.42,1.75,1.5,7,7,1.5,0.5,12.75,2.78,0.84,12.47,11.7,2.51,1.63,7,0.77,5.55,0.31,1.67,0.25,3.25,0.99,24.95,2.2,5.03,0,14,2.55,23.39,6.32,7.7,0.7,155.58,2.64,162.56,49,136.77,
Cl,SH2,1,3,0,2,17,6,3.16,2.33,0.99,0.56,12.97,12.52,12.97,10.46,3.61,1.2,1.75,1.4,7,8,2,1,11.5,2.74,0.78,12.74,11.72,2.4,1.58,7.5,0.83,5.49,0.43,1.55,0.35,3.15,0.45,25.49,2.42,4.81,-1,15,2.51,23.43,5.78,7.53,0.6,162.38,2.48,132.25,56.25,137.24,
Cl,F,1,1,0,0,17,9,3.16,3.98,0.99,0.64,12.97,17.42,12.97,17.42,3.61,3.4,1.75,1.47,7,7,1,0,13,3.57,0.82,15.19,15.2,3.51,1.61,7,-0.82,7.14,0.35,1.63,0.28,3.22,-4.46,30.39,0.21,7.01,0,14,-4.45,30.39,12.3,12.74,0.66,230.87,2.59,169,49,230.89,
Cl,Cl,1,1,0,0,17,17,3.16,3.16,0.99,0.99,12.97,12.97,12.97,12.97,3.61,3.61,1.75,1.75,7,7,1,0,17,3.16,0.99,12.97,12.97,3.61,1.75,7,0,6.32,0,1.98,0,3.5,0,25.93,0,7.22,0,14,0,25.94,13.05,9.99,0.98,168.14,3.06,289,49,168.22,
Cl,Br,1,1,0,0,17,35,3.16,2.96,0.99,1.14,12.97,11.81,12.97,11.81,3.61,3.36,1.75,1.85,7,7,1,0,26,3.06,1.07,12.39,12.39,3.49,1.8,7,0.2,6.12,-0.15,2.13,-0.1,3.6,1.15,24.78,0.25,6.98,0,14,1.16,24.78,12.16,9.36,1.13,153.52,3.24,676,49,153.51,0.31091
Cl,I,1,1,0,0,17,53,3.16,2.66,0.99,1.33,12.97,10.45,12.97,10.45,3.61,3.06,1.75,1.98,7,7,1,0,35,2.91,1.16,11.71,11.71,3.34,1.87,7,0.5,5.82,-0.34,2.32,-0.23,3.73,2.52,23.42,0.55,6.67,0,14,2.52,23.42,11.13,8.47,1.35,137.1,3.48,1225,49,137.12,
Br,O,1,1,0,0,35,8,2.96,3.44,1.14,0.63,11.81,13.62,11.81,13.62,3.36,1.46,1.85,1.52,7,6,1,0,21.5,3.2,0.89,12.72,12.72,2.41,1.69,6.5,-0.48,6.4,0.51,1.77,0.33,3.37,-1.8,25.43,1.9,4.82,1,13,-1.81,25.43,5.82,10.24,0.78,161.7,2.84,462.25,42.25,161.67,
Br,OH,1,2,0,1,35,4.5,2.96,2.82,1.14,0.48,11.81,13.61,11.81,13.02,3.36,1.11,1.85,1.36,7,7,1.5,0.5,19.75,2.89,0.81,12.71,12.42,2.24,1.61,7,0.14,5.78,0.66,1.62,0.49,3.21,-1.79,25.42,2.26,4.47,0,14,-1.21,24.83,5,8.35,0.66,161.57,2.58,390.06,49,154.13,
Br,N,1,1,0,0,35,7,2.96,3.04,1.14,0.71,11.81,14.53,11.81,14.53,3.36,-0.07,1.85,1.55,7,5,1,0,21,3,0.93,13.17,13.17,1.65,1.7,6,-0.08,6,0.43,1.85,0.3,3.4,-2.72,26.35,3.43,3.29,2,12,-2.72,26.34,2.71,9,0.86,173.55,2.89,441,36,173.45,
Br,NH,1,2,0,1,35,4,2.96,2.62,1.14,0.52,11.81,14.07,11.81,12.8,3.36,0.34,1.85,1.38,7,6,1.5,0.5,19.5,2.79,0.83,12.94,12.31,1.85,1.61,6.5,0.34,5.58,0.62,1.66,0.48,3.23,-2.25,25.88,3.02,3.71,1,13,-0.99,24.61,3.43,7.78,0.69,167.44,2.6,380.25,42.25,151.41,
Br,NH2,1,3,0,2,35,3,2.96,2.48,1.14,0.45,11.81,13.91,11.81,10.78,3.36,0.48,1.85,1.32,7,7,2,1,19,2.72,0.8,12.86,11.3,1.92,1.58,7,0.48,5.44,0.69,1.59,0.53,3.17,-2.1,25.72,2.88,3.84,0,14,1.03,22.59,3.69,7.4,0.63,165.43,2.51,361,49,127.58,
Br,NH3,1,4,0,3,35,2.5,2.96,2.41,1.14,0.42,11.81,13.83,11.81,10.07,3.36,0.55,1.85,1.29,7,8,2.5,1.5,18.75,2.69,0.78,12.82,10.94,1.96,1.57,7.5,0.55,5.37,0.72,1.56,0.56,3.14,-2.02,25.65,2.82,3.91,-1,15,1.74,21.88,3.82,7.21,0.61,164.43,2.46,351.56,56.25,119.68,
